employee_id,full_name,gender,department_id,job_title,hire_date,employee_status,termination_date,marital_status,email,base_salary
1446,  amina adeyemi ,,1,HR Manager,7/7/2023,Active,,Widowed,amina.adeyemi@abcorp.com,"NGN 659,146.91"
1447,Richard Smith,Male,5,Financial Analyst,22-Jun-18,On Leave,,Single,RICHARD.SMITH@ABCORP.COM,632387.9
1448,  Nneka Chukwu ,Male,6,Warehouse Supervisor,19-Mar-31,Active,,Divorced,NNEKA.CHUKWU@ABCORP.COM,846433.21
1449,Folake Okonkwo,Female,10,Supply Chain Analyst,20-Oct-10,Terminated,1/19/2021,,FOLAKE.OKONKWO@ABCORP.COM,
1450,  William Musa ,Female,8,Research Scientist,23-Mar-27,Active,,,william.musa67@abcorp.com,"NGN 777,889.55"
1451,donna okafor,Female,2,Regional Sales Lead,22-Jun-07,Active,,Married,donna.okafor@abcorp.com,221545.45
1452,Ibrahim Sanchez,Female,2,Sales Manager,12/20/2029,Terminated,10/4/2022,,ibrahim.sanchez74@abcorp.com,630543.54
1453,Ashley Abubakar,Male,5,Financial Analyst,4/6/2018,Active,,Single,ashley.abubakar@abcorp.com,903606.14
1454,tunde uzoma,Female,6,Logistics Coordinator,11/12/2023,On Leave,,Married,tunde.uzoma@abcorp.com,466249.91
1455,Kelechi Martinez,Male,10,Vendor Coordinator,18-Jun-19,Terminated,21-05-2019,,kelechi.martinez@abcorp.com,"NGN 383,196.08"
1456,Chidi Ramirez,Male,3,Brand Executive,23-Feb-27,Active,,,chidi.ramirez3@abcorp.com,419928.12
1457,  Tunde Ramirez ,Female,2,Sales Manager,18-Aug-17,On Leave,,Single,tunde.ramirez@abcorp.com,280955.57
1458,Mary Okonkwo,Male,3,  Brand Executive ,10/19/2016,On Leave,,Married,mary.okonkwo61@abcorp.com,191977.69
1459,  Segun Afolabi ,Female,5,Auditor,7/12/2016,Terminated,17/03/20,,segun.afolabi@abcorp.com,670248.75
1460,  Emily Abubakar ,Male,10,Buyer,21-Jun-03,Active,,,emily.abubakar@abcorp.com,537353.18
1461,Amaka Afolabi,Male,7,Call Center Lead,21-Jan-06,Active,,Single,amaka.afolabi@abcorp.com,782054.15
1462,kimberly chukwu,Male,1,  HR Manager ,6/13/2021,Terminated,11/27/2021,,KIMBERLY.CHUKWU@ABCORP.COM,249773.7
1463,  RONALD IBRAHIM ,Female,3,SEO Specialist,1/7/2020,Active,,,ronald.ibrahim@abcorp.com,558472.28
1464,Sarah Perez,Male,10,VENDOR COORDINATOR,2/10/2018,Terminated,23-Dec-24,Single,sarah.perez84@abcorp.com,470047.5
1465,Tunde Lewis,Female,10,  Buyer ,10/13/2021,Active,,Married,tunde.lewis@abcorp.com,921214.16
1466,Uche Allen,Female,3,Marketing Manager,1/25/2018,Active,,Widowed,uche.allen14@abcorp.com,248802.79
1467,Kelechi Jackson,Female,10,Procurement Officer,7/16/2015,Active,,Widowed,kelechi.jackson@abcorp.com,780997.92
1468,Thomas Martinez,Female,10,Vendor Coordinator,5/8/2015,Terminated,25/02/19,Married,thomas.martinez@abcorp.com,501168.01
1469,Ifeoma Yusuf,Male,5,Payroll Officer,23-08-2023,On Leave,,Single,ifeoma.yusuf31@abcorp.com,282090.5
1470,Emily Robinson,Male,8,Lab Technician,10/10/2020,Terminated,23-Dec-24,,emily.robinson25@abcorp.com,746733.81
1471,Amanda Clark,Male,10,Supply Chain Analyst,11/16/2021,On Leave,,,amanda.clark47@abcorp.com,560947.59
1472,Melissa Allen,Male,5,Finance Manager,1/6/2020,Active,,Married,,654941.16
1473,Edward Brown,Female,1,Training Coordinator,29-02-2020,Active,,Divorced,edward.brown@abcorp.com,
1474,  Edward Smith ,Male,5,ACCOUNTANT,20-Apr-11,Active,,Divorced,edward.smith@abcorp.com,365585.34
1475,Bisi Davis,Male,5,Financial Analyst,16-Jul-01,Active,,,bisi.davis86@abcorp.com,533435.99
1476,Nancy Thomas,Female,3,Marketing Analyst,3/17/2016,Active,,Married,nancy.thomas88@abcorp.com,692648.25
1477,Folake Thompson,Male,9,compliance officer,18-10-2017,On Leave,,Single,folake.thompson@abcorp.com,806487.53
1478,Karen Abubakar,Male,3,Brand Executive,7/6/2015,Active,,Married,KAREN.ABUBAKAR@ABCORP.COM,190764.29
1479,  Michael Yusuf ,Male,5,Finance Manager,23-02-2018,Terminated,9/9/2022,Divorced,MICHAEL.YUSUF1@ABCORP.COM,745803.76
1480,Musa Davis,Male,1,training coordinator,8/22/2023,Active,,Divorced,musa.davis@abcorp.com,573089.65
1481,jessica williams,Male,4,Systems Administrator,2/9/2016,Terminated,10/12/2022,Divorced,jessica.williams@abcorp.com,
1482,TAYO OKONKWO,Female,2,Regional Sales Lead,15-Oct-05,Active,,,TAYO.OKONKWO@ABCORP.COM,629322.93
1483,Daniel Anderson,Male,3,Brand Executive,23-Jun-02,Active,,,daniel.anderson@abcorp.com,297253.07
1484,amanda okoro,Female,4,Data Analyst,11/12/2022,Terminated,,Married,amanda.okoro@abcorp.com,661692.27
1485,  Yusuf Moore ,Male,1,Recruiter,22-Feb-04,Active,,Divorced,yusuf.moore@abcorp.com,727663.67
1486,Adaeze Adeyemi,Female,1,Training Coordinator,22-May-16,Active,,,adaeze.adeyemi@abcorp.com,846020.63
1487,daniel martinez,Female,4,Systems Administrator,2/18/2019,Active,,Single,daniel.martinez@abcorp.com,290888.44
1488,Tunde Jones,Male,2,REGIONAL SALES LEAD,17-Oct-01,Terminated,7/7/2021,,tunde.jones@abcorp.com,"NGN 632,634.81"
1489,William Bello,Male,10,Procurement Officer,11/20/2023,On Leave,,Single,william.bello@abcorp.com,217972.15
1490,  Melissa Ramirez ,Female,9,Legal Counsel,3/28/2015,Active,,,melissa.ramirez@abcorp.com,"NGN 263,468.02"
1491,Grace Clark,Male,8,R&D Engineer,3/27/2016,Active,,Divorced,grace.clark@abcorp.com,888655.69
1492,  Karen Sanchez ,Female,10,Vendor Coordinator,11/27/2018,Active,,Widowed,karen.sanchez@abcorp.com,"NGN 719,045.35"
1493,Carol Jones,Male,10,Supply Chain Analyst,24-02-2023,Active,,Single,carol.jones99@abcorp.com,405452.62
1494,Folake Uzoma,Female,9,CONTRACTS MANAGER,21-Jan-15,Active,,,folake.uzoma11@abcorp.com,487472.61
1495,  ROBERT OKONKWO ,Female,3,Marketing Analyst,2/9/2015,Active,,Married,robert.okonkwo71@abcorp.com,880363.13
1496,Patricia Ramirez,Female,6,operations analyst,11/12/2022,Terminated,,Widowed,PATRICIA.RAMIREZ@ABCORP.COM,"NGN 442,195.37"
1497,amanda ramirez,Female,8,Lab Technician,7/2/2023,Active,,,AMANDA.RAMIREZ20@ABCORP.COM,663963.43
1498,Aisha Martin,Female,4,SYSTEMS ADMINISTRATOR,4/10/2016,Active,,,aisha.martin@abcorp.com,470321.94
1499,carol chukwu,,7,Customer Success Manager,12/8/2015,Terminated,10/4/2019,Divorced,carol.chukwu78@abcorp.com,418377.33
1500,Bisi White,Male,4,Data Analyst,15-Dec-15,Terminated,,,BISI.WHITE@ABCORP.COM,224568.75
1501,kemi rodriguez,Male,6,Warehouse Supervisor,23-Apr-25,Active,,,kemi.rodriguez76@abcorp.com,"NGN 531,562.43"
1502,Ifeoma Balogun,Male,3,  SEO Specialist ,10/20/2015,Terminated,27-Aug-23,Divorced,ifeoma.balogun38@abcorp.com,834762.04
1503,KAREN MARTIN,Female,2,Sales Representative,7/8/2016,Terminated,12/10/2024,Widowed,karen.martin@abcorp.com,279177.99
1504,Ibrahim Young,Female,3,Marketing Analyst,21-May-18,Active,,Divorced,ibrahim.young@abcorp.com,883712.09
1505,Aisha Clark,Male,10,Procurement Officer,4/24/2023,Terminated,7/28/2024,Married,aisha.clark21@abcorp.com,833063.35
1506,  Susan Garcia ,Male,2,Regional Sales Lead,23-Aug-13,Active,,Widowed,susan.garcia@abcorp.com,539036.01
1507,  Femi Martin ,Male,10,Supply Chain Analyst,13-09-2015,On Leave,,Widowed,femi.martin28@abcorp.com,912116.01
1508,kimberly danjuma,Male,5,Accountant,8/9/2015,Active,,Divorced,kimberly.danjuma26@abcorp.com,485280.86
1509,  Mary Jackson ,Male,2,sales associate,11/30/2021,Active,,,mary.jackson@abcorp.com,739375.43
1510,Paul Okoro,Male,8,R&D ENGINEER,22-Feb-11,Terminated,7/19/2022,Married,paul.okoro90@abcorp.com,282880.82
1511,Robert Yusuf,Female,9,legal counsel,22-Nov-04,Terminated,22-Jul-24,Widowed,robert.yusuf@abcorp.com,929256.13
1512,Kelechi Sanchez,Female,5,Auditor,2/11/2016,On Leave,,Single,kelechi.sanchez53@abcorp.com,749954.94
1513,Amina Abubakar,Female,9,Contracts Manager,4/13/2016,On Leave,,Widowed,amina.abubakar@abcorp.com,521157.7
1514,Obinna Sanchez,Female,5,payroll officer,7/20/2022,Active,,Widowed,,170997.45
1515,Ashley Nwosu,Female,4,IT MANAGER,22-Mar-24,On Leave,,Single,ashley.nwosu@abcorp.com,659018.79
1516,Brian Davis,Female,5,Auditor,13-10-2016,Active,,Single,brian.davis@abcorp.com,
1517,Thomas Ogundipe,Female,3,marketing manager,4/26/2022,Active,,Married,thomas.ogundipe49@abcorp.com,677406.16
1518,Jessica Miller,Male,5,Finance Manager,1/9/2017,Active,,Widowed,jessica.miller@abcorp.com,230537.38
1519,Kimberly Okafor,Male,5,Financial Analyst,1/1/2017,Terminated,30-Jan-24,Single,kimberly.okafor@abcorp.com,"NGN 945,932.84"
1520,Ronald Thomas,Male,4,Data Analyst,4/15/2016,Active,,Divorced,ronald.thomas89@abcorp.com,364072.43
1521,Emily Afolabi,Male,5,Accountant,3/17/2021,On Leave,,,emily.afolabi@abcorp.com,763159.09
1522,Femi Thompson,Male,10,Supply Chain Analyst,10/25/2019,Terminated,16-12-2022,,femi.thompson@abcorp.com,916477.95
1523,Joseph Adeyemi,Female,7,Customer Success Manager,1/5/2019,Active,,Married,joseph.adeyemi@abcorp.com,"NGN 247,842.88"
1524,Grace Ibrahim,Male,9,compliance officer,16-Feb-26,Active,,,grace.ibrahim@abcorp.com,209859.36
1525,Michelle Williams,Female,7,Customer Service Rep,16-May-23,Active,,,michelle.williams@abcorp.com,378029.53
1526,ANTHONY TAYLOR,Male,6,Operations Analyst,15-Oct-12,Active,,Widowed,anthony.taylor97@abcorp.com,213813.77
1527,Jessica Okonkwo,Male,1,HR MANAGER,7/15/2015,Active,,Single,jessica.okonkwo@abcorp.com,331073.01
1528,michael okoro,Male,2,Sales Representative,5/31/2018,Active,,Divorced,michael.okoro@abcorp.com,708931.86
1529,PAUL WHITE,Female,2,Sales Associate,12/1/2020,Terminated,5/9/2022,Widowed,paul.white@abcorp.com,330664.41
1530,Yusuf Ramirez,Male,2,Regional Sales Lead,9/4/2015,Active,,,yusuf.ramirez@abcorp.com,233627.77
1531,Karen Thomas,Male,3,Marketing Manager,19-Jan-29,Active,,,karen.thomas@abcorp.com,372270.75
1532,  Segun Johnson ,Female,3,CONTENT STRATEGIST,15-Apr-28,Terminated,14-Dec-20,Divorced,SEGUN.JOHNSON@ABCORP.COM,495178.91
1533,mark eze,Female,4,Systems Administrator,16-Dec-24,Active,,,mark.eze@abcorp.com,189897.16
1534,ADAEZE ABUBAKAR,Female,7,Client Relations Officer,2/19/2016,Terminated,4/10/2023,Widowed,adaeze.abubakar@abcorp.com,380394.04
1535,segun okafor,,2,Sales Manager,6/2/2017,Active,,Married,segun.okafor@abcorp.com,166661.48
1536,James Anderson,Male,8,Research Scientist,7/5/2015,Terminated,17-08-2022,Married,james.anderson19@abcorp.com,229993.97
1537,  Kenneth Smith ,Female,5,Finance Manager,10/20/2022,On Leave,,,kenneth.smith67@abcorp.com,166581.82
1538,Ashley Okonkwo,Male,2,Sales Manager,3/19/2028,Active,,Divorced,ashley.okonkwo@abcorp.com,509415.48
1539,ADAEZE YUSUF,Male,1,Training Coordinator,10/20/2031,Active,,,adaeze.yusuf@abcorp.com,784020.45
1540,CHIAMAKA THOMPSON,Male,5,  Payroll Officer ,3/26/2018,On Leave,,Divorced,,182762.48
1541,Ibrahim Rodriguez,Female,5,Auditor,22-Jun-18,Active,,Single,ibrahim.rodriguez94@abcorp.com,618179.87
1542,richard okoro,Female,10,Vendor Coordinator,16-Dec-10,Active,,,richard.okoro@abcorp.com,764128.29
1543,Amaka Uzoma,Female,2,Sales Manager,20-Nov-26,Terminated,3-Oct-21,,amaka.uzoma@abcorp.com,"NGN 486,404.53"
1544,  Musa Nwosu ,Female,3,SEO Specialist,21-Feb-03,Active,,Single,musa.nwosu@abcorp.com,154762.28
1545,Uche Perez,Male,5,Auditor,5/20/2026,Active,,Single,uche.perez@abcorp.com,723561.1
1546,  Karen Yusuf ,,1,HR Business Partner,12/21/2029,Active,,Single,,272417.67
1547,Jessica Yusuf,Female,8,R&D Engineer,17-Aug-20,Active,,,jessica.yusuf@abcorp.com,495882.96
1548,  Steven Wilson ,Female,5,  Financial Analyst ,21-Aug-08,Active,,,steven.wilson@abcorp.com,521170.96
1549,  George Williams ,Female,3,Brand Executive,23-Feb-09,Active,,Single,george.williams@abcorp.com,552564.5
1550,Nneka Ogundipe,Male,5,Finance Manager,6/2/2019,On Leave,,,nneka.ogundipe@abcorp.com,294299.63
1551,Nancy Jones,Male,1,HR Manager,8/7/2017,Terminated,12-Mar-18,,nancy.jones@abcorp.com,796844.39
1552,David Brown,Female,2,Sales Representative,5/30/2023,Active,,Divorced,david.brown@abcorp.com,406927.37
1553,  kelechi abubakar ,Male,3,Brand Executive,12/4/2020,Active,,,,"NGN 917,865.87"
1554,  Nneka Adeyemi ,Female,4,it support analyst,21-May-25,Terminated,23-12-2022,,nneka.adeyemi@abcorp.com,501102.45
1555,Michael Perez,Female,1,HR Manager,2/4/2018,Active,,,michael.perez@abcorp.com,380455.2
1556,Joseph Lee,Female,5,Financial Analyst,13-05-2015,Active,,Divorced,JOSEPH.LEE@ABCORP.COM,313386.65
1557,John Musa,Male,7,  Call Center Lead ,23-Apr-17,Active,,,JOHN.MUSA93@ABCORP.COM,178480.07
1558,  linda johnson ,Male,9,Legal Assistant,3/4/2019,Terminated,,,linda.johnson@abcorp.com,250189.91
1559,Nneka Nnamdi,Male,4,  IT SUPPORT ANALYST ,16-Jan-12,Active,,Married,nneka.nnamdi@abcorp.com,
1560,George Adeyemi,Female,1,Recruiter,18-Dec-03,Terminated,27-09-2020,Married,george.adeyemi@abcorp.com,211443.07
1561,Musa Okonkwo,Female,4,IT Manager,31-12-2017,Terminated,27-Jan-23,Single,,870340.3
1562,Yusuf Davis,Female,3,Marketing Analyst,8/17/2020,Active,,,YUSUF.DAVIS@ABCORP.COM,819060.16
1563,Robert Uzoma,Female,8,Research Scientist,7/8/2017,Active,,Married,robert.uzoma@abcorp.com,175044.88
1564,Amina Young,Male,6,Process Engineer,19-Nov-13,On Leave,,,amina.young@abcorp.com,592635.33
1565,  Ronald Okoro ,Male,7,Client Relations Officer,5/13/2023,Active,,Single,ronald.okoro@abcorp.com,949044.87
1566,Mary Davis,Female,10,Vendor Coordinator,12/19/2017,Active,,Widowed,,
1567,William Bello,Female,2,Regional Sales Lead,6/1/2017,On Leave,,Divorced,william.bello@abcorp.com,289596.25
1568,  femi williams ,Male,1,Recruiter,11/20/2017,Terminated,18-Dec-20,,,337757.49
1569,Sandra Jones,Female,5,Accountant,12/4/2015,Terminated,3/11/2023,Divorced,sandra.jones@abcorp.com,"NGN 903,983.64"
1570,Amina Chukwu,Female,4,Systems Administrator,7/14/2021,Terminated,4-Nov-21,,,211849.15
1571,Amanda Brown,Female,9,Legal Assistant,12/12/2019,Active,,Married,amanda.brown32@abcorp.com,789204.76
1572,Paul Okonkwo,Male,6,Process Engineer,9/2/2020,Active,,,paul.okonkwo54@abcorp.com,812256.88
1573,kelechi adekunle,Female,2,Sales Representative,19-Aug-01,Terminated,30-Aug-20,Widowed,kelechi.adekunle@abcorp.com,
1574,Thomas Williams,Female,1,HR Manager,10/27/2015,Terminated,20-Sep-24,Widowed,thomas.williams@abcorp.com,595552.62
1575,  jennifer jones ,Female,8,Lab Technician,22-Jan-27,Terminated,11/6/2024,Widowed,jennifer.jones@abcorp.com,621646.51
1576,Bukola Aliyu,Male,9,legal assistant,2/18/2018,Active,,Divorced,bukola.aliyu67@abcorp.com,613862.57
1577,Yusuf Nnamdi,Female,10,Buyer,7/11/2018,Active,,Divorced,yusuf.nnamdi63@abcorp.com,858279.33
1578,  Yusuf Jackson ,Male,1,Training Coordinator,15-Jun-12,Terminated,12/17/2023,Single,yusuf.jackson@abcorp.com,375470.02
1579,jessica aliyu,Female,8,Product Developer,12/22/2015,Active,,,jessica.aliyu@abcorp.com,"NGN 745,422.03"
1580,  Elizabeth Lewis ,Female,1,HR Business Partner,2/16/2016,On Leave,,,elizabeth.lewis@abcorp.com,
1581,Bisi Okoro,Female,3,  Brand Executive ,5/2/2017,Active,,Divorced,BISI.OKORO@ABCORP.COM,563044.98
1582,Aisha Thompson,Female,10,Purchasing Manager,25-02-2022,Active,,,aisha.thompson39@abcorp.com,850031.26
1583,Kelechi Danjuma,Female,6,Operations Manager,22-Jun-06,Active,,Married,kelechi.danjuma@abcorp.com,707574.86
1584,Chiamaka Bello,Male,7,Customer Service Rep,22-04-2021,Active,,,chiamaka.bello@abcorp.com,468943.61
1585,Ngozi Moore,Male,2,SALES ASSOCIATE,6/11/2021,Active,,,NGOZI.MOORE@ABCORP.COM,453350.5
1586,ANTHONY EZE,Male,9,Contracts Manager,1/19/2023,Active,,Married,anthony.eze@abcorp.com,"NGN 736,667.48"
1587,  CHINEDU IBRAHIM ,Female,1,HR Manager,1/22/2030,Active,,Single,chinedu.ibrahim49@abcorp.com,254954.55
1588,MARY WALKER,Male,2,Sales Associate,23-Nov-21,Active,,,mary.walker@abcorp.com,744786.69
1589,  Chidi Danjuma ,Female,8,Product Developer,22-Nov-18,Terminated,16-May-23,Single,chidi.danjuma@abcorp.com,760160.31
1590,Susan Harris,Female,6,Operations Manager,1/24/2022,Active,,,susan.harris@abcorp.com,349975.25
1591,Ibrahim Danjuma,Female,6,Operations Manager,30-05-2015,Terminated,4-May-21,Widowed,ibrahim.danjuma27@abcorp.com,785756.63
1592,William Miller,Female,2,Regional Sales Lead,6/5/2016,Active,,,william.miller57@abcorp.com,240931.67
1593,Mary Ibrahim,Male,7,Support Agent,1/23/2027,Active,,,mary.ibrahim@abcorp.com,282756.54
1594,YUSUF ADEKUNLE,Male,3,SEO Specialist,23-Jan-07,Active,,Divorced,yusuf.adekunle9@abcorp.com,154481.94
1595,  David Musa ,Male,6,Operations Analyst,28-02-2017,Active,,Widowed,david.musa@abcorp.com,472614.69
1596,Aisha Martin,Male,3,SEO Specialist,2/8/2021,On Leave,,Widowed,aisha.martin@abcorp.com,371790
1597,Barbara Thompson,Male,3,Marketing Manager,5/1/2020,Active,,Single,barbara.thompson66@abcorp.com,490324.59
1598,Kemi Yusuf,Female,9,  Legal Counsel ,10/15/2021,Active,,,kemi.yusuf@abcorp.com,598388.69
1599,Ahmed Ogundipe,Female,7,Customer Success Manager,21-Dec-02,Active,,Widowed,ahmed.ogundipe@abcorp.com,306668.87
1600,Mary Perez,Female,1,Recruiter,22-Mar-13,Active,,Single,mary.perez@abcorp.com,"NGN 195,781.60"
1601,  Melissa Miller ,Male,6,Operations Analyst,11/21/2015,Active,,,melissa.miller@abcorp.com,"NGN 485,658.07"
1602,Tunde Harris,Male,6,Logistics Coordinator,12/15/2022,Terminated,21-Jan-24,Single,tunde.harris@abcorp.com,685712.94
1603,  bisi ramirez ,Female,3,  Marketing Analyst ,28-06-2018,Terminated,12/7/2021,Divorced,BISI.RAMIREZ@ABCORP.COM,894218.28
1604,NGOZI SMITH,Male,6,warehouse supervisor,11/15/2029,Active,,Divorced,ngozi.smith@abcorp.com,302868.85
1605,  Chidi Eze ,Female,4,IT Support Analyst,23-04-2018,Terminated,6/12/2022,Single,chidi.eze@abcorp.com,663460.73
1606,Yusuf Ramirez,Female,6,Logistics Coordinator,29-04-2017,Terminated,26-Aug-22,,yusuf.ramirez99@abcorp.com,324603.94
1607,chukwuemeka sanchez,Male,6,Operations Analyst,22-01-2022,On Leave,,Single,chukwuemeka.sanchez@abcorp.com,872383.9
1608,Ashley Robinson,Female,8,R&D Engineer,10/17/2031,Active,,,ashley.robinson@abcorp.com,926612.54
1609,NANCY LEE,Male,3,SEO Specialist,12/11/2016,Terminated,28-Oct-23,Married,nancy.lee@abcorp.com,"NGN 680,725.14"
1610,KENNETH SMITH,Male,4,IT Support Analyst,19-05-2018,Active,,Married,kenneth.smith12@abcorp.com,273310.35
1611,Amina Wilson,Female,8,R&D Engineer,7/23/2023,Active,,Married,amina.wilson@abcorp.com,411689.47
1612,  Patricia Abubakar ,Male,4,data analyst,23-01-2019,Terminated,,,PATRICIA.ABUBAKAR@ABCORP.COM,"NGN 334,058.78"
1613,Zainab Uzoma,,1,Recruiter,9/24/2019,Active,,Widowed,zainab.uzoma@abcorp.com,216112.38
1614,Grace Clark,Female,1,HR Business Partner,2/5/2022,Active,,Widowed,grace.clark@abcorp.com,657293.74
1615,  Ahmed Davis ,Male,7,call center lead,23-Jul-09,On Leave,,,ahmed.davis91@abcorp.com,308090.44
1616,ahmed brown,Female,5,Payroll Officer,10/18/2014,Active,,Single,ahmed.brown46@abcorp.com,"NGN 507,416.12"
1617,  Anthony Miller ,Male,3,Brand Executive,1/11/2019,Active,,Widowed,anthony.miller94@abcorp.com,
1618,Richard Uzoma,Male,6,Logistics Coordinator,19-Sep-27,Active,,Married,richard.uzoma84@abcorp.com,213426.62
1619,Folake Ramirez,Male,6,PROCESS ENGINEER,4/21/2020,On Leave,,Widowed,folake.ramirez@abcorp.com,
1620,Sandra Sanchez,Male,5,Finance Manager,20-Mar-09,On Leave,,,sandra.sanchez3@abcorp.com,326846.17
1621,Steven Jackson,Male,6,LOGISTICS COORDINATOR,2/8/2018,On Leave,,Widowed,steven.jackson@abcorp.com,575792.29
1622,Tayo Garcia,Male,9,Paralegal,30-05-2018,On Leave,,Divorced,tayo.garcia@abcorp.com,617949.51
1623,Segun Uzoma,Male,7,Call Center Lead,5/20/2016,Active,,Married,segun.uzoma38@abcorp.com,277294.01
1624,Femi Allen,Female,2,Account Executive,20-Aug-19,Terminated,3/14/2022,Widowed,femi.allen@abcorp.com,509564.74
1625,RICHARD UZOMA,Female,7,Client Relations Officer,12/2/2017,Active,,,richard.uzoma@abcorp.com,214404.65
1626,Fatima Johnson,Female,9,Legal Assistant,3/1/2017,Active,,Divorced,fatima.johnson61@abcorp.com,887108.55
1627,Segun Adeyemi,Female,9,Legal Counsel,10/10/2021,On Leave,,Married,SEGUN.ADEYEMI@ABCORP.COM,748886.86
1628,Anthony Davis,Male,8,Lab Technician,2/21/2023,Active,,Widowed,ANTHONY.DAVIS@ABCORP.COM,469543.55
1629,Joseph Robinson,Male,6,Warehouse Supervisor,13-05-2022,Active,,Married,joseph.robinson13@abcorp.com,704972.85
1630,Kimberly Ramirez,Female,10,Vendor Coordinator,8/31/2021,On Leave,,Married,kimberly.ramirez29@abcorp.com,600831.55
1631,Karen Walker,Male,3,SEO Specialist,18-Apr-12,Active,,,karen.walker@abcorp.com,
1632,NGOZI MUSA,Male,10,Buyer,18-Jul-11,Active,,Widowed,ngozi.musa@abcorp.com,570189.5
1633,  Adaeze Perez ,Male,4,DATA ANALYST,20-Aug-05,Terminated,7/31/2023,,adaeze.perez@abcorp.com,332697.06
1634,  Anthony Walker ,Male,1,  HR Business Partner ,21-May-10,Active,,Married,anthony.walker@abcorp.com,670645.77
1635,  Tunde Robinson ,Male,3,SEO Specialist,5/25/2018,Active,,Married,tunde.robinson@abcorp.com,"NGN 228,616.19"
1636,Richard Moore,Male,10,Supply Chain Analyst,18-May-13,Active,,,richard.moore@abcorp.com,504113.45
1637,Obinna Anderson,Male,6,Process Engineer,20-Jun-02,Active,,,obinna.anderson@abcorp.com,370230.68
1638,Emily Wilson,Female,3,Marketing Manager,15-Sep-26,Terminated,6/1/2018,Widowed,emily.wilson@abcorp.com,304876.4
1639,Yusuf Martin,Male,6,Operations Manager,17-Feb-25,On Leave,,Married,yusuf.martin@abcorp.com,915365.59
1640,  Musa Okonkwo ,Male,5,Finance Manager,24-02-2023,On Leave,,,musa.okonkwo@abcorp.com,
1641,Kenneth Allen,Female,1,HR Manager,4/5/2017,Terminated,15-11-2019,Divorced,,491998.68
1642,  Elizabeth Nwosu ,Male,6,Warehouse Supervisor,23-Feb-02,Active,,Single,elizabeth.nwosu@abcorp.com,715190.93
1643,George Ibrahim,Male,8,R&D Engineer,5/30/2023,Active,,,george.ibrahim20@abcorp.com,609270.5
1644,  Robert Rodriguez ,Male,6,Logistics Coordinator,23-Aug-31,Terminated,,Married,robert.rodriguez47@abcorp.com,692135.04
1645,  EDWARD BROWN ,Male,9,Paralegal,15-Mar-08,Active,,Single,edward.brown@abcorp.com,581047.51
1646,  Chinedu Thomas ,Male,10,Supply Chain Analyst,3/11/2021,Active,,Single,chinedu.thomas@abcorp.com,511030.87
1647,Ashley Johnson,Female,10,Vendor Coordinator,15-Jan-27,On Leave,,Widowed,,330183.95
1648,Kemi Lewis,Male,4,IT Support Analyst,24-04-2017,Active,,Single,,631537.17
1649,  Yusuf Eze ,Female,3,Brand Executive,1/15/2018,Active,,Divorced,,852110.08
1650,Michael Aliyu,Female,7,Customer Success Manager,17-Apr-22,Terminated,5/26/2018,Married,michael.aliyu@abcorp.com,280306.4
1651,Barbara Thomas,Female,8,Product Developer,9/14/2020,Active,,Single,,792729.34
1652,MUSA ABUBAKAR,Male,7,Client Relations Officer,6/3/2015,Terminated,5/4/2022,Single,MUSA.ABUBAKAR73@ABCORP.COM,564897.62
1653,Sandra Okafor,Female,3,  MARKETING MANAGER ,10/25/2020,Terminated,15/07/24,Married,sandra.okafor@abcorp.com,173984.1
1654,patricia wilson,Male,3,Brand Executive,15-Jul-10,Active,,,PATRICIA.WILSON13@ABCORP.COM,867750.96
1655,Sarah Perez,Male,5,payroll officer,7/4/2020,Active,,Divorced,sarah.perez@abcorp.com,723052.23
1656,Chidi Sanchez,Male,2,Regional Sales Lead,18-Mar-02,Active,,Married,chidi.sanchez85@abcorp.com,718368.38
1657,Fatima Sanchez,Male,10,Procurement Officer,23-May-22,Terminated,,Married,FATIMA.SANCHEZ82@ABCORP.COM,785817.77
1658,Nancy Aliyu,Male,8,  Innovation Lead ,17-Dec-12,Active,,Single,nancy.aliyu@abcorp.com,419880.27
1659,Nneka Young,Female,2,Account Executive,10/19/2014,Active,,,nneka.young59@abcorp.com,246222.2
1660,BRIAN ADEYEMI,Female,9,Compliance Officer,3/8/2016,Active,,Single,brian.adeyemi@abcorp.com,773950.15
1661,  Ngozi Okonkwo ,Male,2,Sales Manager,2/22/2013,On Leave,,,ngozi.okonkwo@abcorp.com,582657.25
1662,Ronald Danjuma,Female,8,Product Developer,11/7/2016,Active,,Single,,716672.85
1663,carol okafor,Male,7,customer success manager,22-Mar-31,Active,,,CAROL.OKAFOR@ABCORP.COM,920685.88
1664,ADAEZE YOUNG,Female,1,HR Officer,2/11/2020,Terminated,,,adaeze.young57@abcorp.com,249891.59
1665,Jennifer Uzoma,Female,2,Regional Sales Lead,19-Oct-11,Active,,,jennifer.uzoma@abcorp.com,329706.73
1666,Ashley Danjuma,Male,2,Account Executive,2/23/2013,Active,,Divorced,ashley.danjuma@abcorp.com,"NGN 350,999.25"
1667,  OBINNA MILLER ,Female,9,Legal Assistant,21-May-05,Terminated,29/11/23,Widowed,,236238.14
1668,Sandra Afolabi,Male,6,warehouse supervisor,20-Mar-02,On Leave,,,,468954.19
1669,Uche Miller,Female,7,Customer Service Rep,23-Mar-06,On Leave,,Divorced,uche.miller@abcorp.com,922470.88
